,set_num,name,year,theme_id,num_parts
3250,4027-1,"Build and Imagine {canister, red top}",2003,37,100
3251,4028-1,World of Bricks {Blue Bucket},2003,37,500
3252,4029-1,Build with Bricks Bucket {Red Bucket},2003,37,500
3254,4031-1,Fire Rescue,1991,363,363
3256,4032-1,Passenger Plane,2003,106,161
3257,4032-10,Passenger Plane - Austrian Air Version,2004,106,137
3258,4032-11,Passenger Plane - KLM Version,2006,106,137
3259,4032-12,Passenger Plane - Malaysian Air Version,2005,106,137
3260,4032-13,Passenger Plane - Aeroflot Version,2006,106,161
3261,4032-2,Passenger Plane - SAS Version,2003,106,140
3262,4032-3,Passenger Plane - EL AL Version,2004,106,137
3263,4032-4,Passenger Plane - Iberia Version,2004,106,139
3264,4032-5,Passenger Plane - JAL Version,2004,106,137
3265,4032-6,Passenger Plane - Lauda Air Version,2004,106,137
3266,4032-7,Passenger Plane - ANA Air Version,2004,106,138
3267,4032-8,Passenger Plane - SWISS Version,2005,106,161
3268,4032-9,Passenger Plane - Snowflake Version,2004,106,137
3270,4037-1,Helicopter,2004,23,9
3271,4038-1,Airplane,2003,466,33
3273,4042-1,"Jens, McDonald's #2",2002,301,4
3276,4047-1,Ultimate Wheels (Kohl's Exclusive),2003,204,517
3277,4048-1,Mech Lab (Kohl's Exclusive),2003,204,2
3278,4049-1,"Nesquik Promotional Set: Quicky the Bunny, Director, Cameraman and Car",2001,273,28
3279,4051-1,Quicky the Bunny (Nesquik Promotional),2001,273,4
3280,4052-1,Director (Nesquik Promotional),2001,273,4
3281,4053-1,Cameraman (Nesquik Promotional),2001,273,5
3282,4055-1,Medium Bucket,1997,399,329
3283,4056-1,Color Light,2001,273,13
3284,4057-1,Spot Light,2001,273,10
3285,4058-1,Cameraman 1,2001,273,4
3286,4059-1,Director,2001,273,4
3287,4060-1,Grip,2001,273,4
3288,4061-1,Assistant,2001,273,4
3289,4062-1,Actress,2001,273,4
3290,4063-1,Cameraman 2,2001,273,4
3291,4064-1,Actor 2,2001,273,4
3292,4065-1,Actor 3,2001,273,4
3293,4066-1,Actor 1,2001,273,4
3294,4067-1,Buggy,2001,273,15
3295,4068-1,Handy Camera,2001,273,6
3296,4069-1,Katinco & Megaphone,2001,273,4
3297,4070-1,Stand Camera,2001,273,7
3298,4071-1,Bottles,2001,273,7
3299,4072-1,Skeleton,2001,273,6
3300,4073-1,Tree 1,2001,273,6
3301,4074-1,Tree 3,2001,273,14
3302,4075-1,Tree 2,2001,273,13
3303,4076-1,Pteranodon,2001,273,17
3304,4077-1,Plesiosaur,2001,273,13
3305,4078-1,T-Rex,2001,273,18
3306,4079-1,Mini Rex,2001,273,4
3307,4090-1,Motion Madness,2003,406,244
3309,4093-1,Wild Windup,2003,406,319
3310,4094-1,Motor Movers,2003,406,256
3311,4095-1,Record and Play,2003,406,345
3312,4096-1,Micro Wheels,2003,204,216
3313,4097-1,Mini Robots,2003,204,229
3314,4098-1,High Flyers,2003,204,197
3315,4099-1,Robobots,2003,204,326
3317,4100-1,Maximum Wheels,2003,204,293
3329,4101-1,Wild Collection,2003,204,487
3372,4103-1,Fun with Bricks {small red bucket},2002,37,200
3374,4103-2,Fun with Bricks (4293364) - with Minifigs,2006,37,204
3408,4104-1,Small Creator Bucket,2002,37,200
3419,4105-1,Imagine and Build,2002,37,500
3421,4105-2,50th Anniversary Bucket,2005,37,500
3423,4105-3,Red Bucket,2005,37,483
3432,4106-1,Large red bucket,2002,37,500
3441,4107-1,Build Your Dreams,2002,37,1000
3450,4108-1,T-Junction Road Plates,2002,289,2
3457,4109-1,Curved Road Plates,2002,289,2
3468,4110-1,Straight Road Plates,2002,289,2
3479,4111-1,Cross Road Plates,2002,289,2
3500,4113-1,Brick Adventures Small Bucket,2002,37,124
3515,4115-1,All That Drives Bucket,2001,37,166
3516,4116-1,Animal Adventures Bucket,2001,37,211
3517,4117-1,Fantastic Flyers & Cool Cars Bucket,2001,37,266
3522,4117463-1,Cyber Saucer TRU 50 Years Forever Fun Bundle,1997,144,2
3529,4118-1,"Buildings, Mansions and Shops",2001,37,364
3535,4119-1,Regular & Transparent Bricks Bucket,2001,37,234
3536,4120-1,Fun and Cool Transportation,2001,37,608
3537,4121-1,All Kinds of Animals / Lap Table,2001,37,174
3538,4122-1,Basic Building Set,2000,470,201
3545,4124-1,"Advent Calendar 2001, Creator",2001,214,24
3546,4124-10,"Advent Calendar 2001, Creator (Day  9) Space Buggy",2001,217,18
3547,4124-11,"Advent Calendar 2001, Creator (Day 10) Dinosaur",2001,217,8
3548,4124-12,"Advent Calendar 2001, Creator (Day 11) Speedboat",2001,217,10
3549,4124-13,"Advent Calendar 2001, Creator (Day 12) Reindeer",2001,217,10
3550,4124-14,"Advent Calendar 2001, Creator (Day 13) Snowman",2001,217,15
3551,4124-15,"Advent Calendar 2001, Creator (Day 14) Jet Ski",2001,217,11
3552,4124-16,"Advent Calendar 2001, Creator (Day 15) Dog",2001,217,10
3553,4124-17,"Advent Calendar 2001, Creator (Day 16) Police Boat",2001,217,9
3554,4124-18,"Advent Calendar 2001, Creator (Day 17) Whale",2001,217,9
3555,4124-19,"Advent Calendar 2001, Creator (Day 18) Space Shuttle",2001,217,10
3556,4124-2,"Advent Calendar 2001, Creator (Day  1) Cat",2001,217,10
3557,4124-20,"Advent Calendar 2001, Creator (Day 19) Parrot",2001,217,9
3558,4124-21,"Advent Calendar 2001, Creator (Day 20) Steamship",2001,217,10
3559,4124-22,"Advent Calendar 2001, Creator (Day 21) Church",2001,217,11
3560,4124-23,"Advent Calendar 2001, Creator (Day 22) Helicopter",2001,217,11
3561,4124-24,"Advent Calendar 2001, Creator (Day 23) Christmas Tree",2001,217,10
3562,4124-25,"Advent Calendar 2001, Creator (Day 24) Present",2001,217,8
3563,4124-3,"Advent Calendar 2001, Creator (Day  2) Max",2001,217,1
3564,4124-4,"Advent Calendar 2001, Creator (Day  3) Fireplace",2001,217,11
3565,4124-5,"Advent Calendar 2001, Creator (Day  4) Santa",2001,217,10
3566,4124-6,"Advent Calendar 2001, Creator (Day  5) Ambulance",2001,217,15
3567,4124-7,"Advent Calendar 2001, Creator (Day  6) Penguin",2001,217,10
3568,4124-8,"Advent Calendar 2001, Creator (Day  7) Tina",2001,217,1
3569,4124-9,"Advent Calendar 2001, Creator (Day  8) Frog with Hat",2001,217,11
3570,4128-1,XL Freestyle Bucket,1997,399,657
3572,4130-1,Freestyle Building Set,1995,399,37
3583,4131-1,Freestyle Building Set,1995,399,71
3588,4132-1,Freestyle Building Set,1995,399,122
3589,4133-1,Small Freestyle Bucket,1995,399,135
3590,4134-1,Large Freestyle Bucket,1995,399,252
3591,4135-1,Freestyle Garden Friends,1996,399,121
3592,4137-1,Small Freestyle Clearpack,1997,399,127
3593,4139-1,Freestyle Bucket,1997,399,249
3594,4142-1,Freestyle Building Set,1995,399,98
3596,4143-1,Freestyle Building Set,1995,399,196
3598,4144-1,Freestyle Brick Vac Bus,1995,399,142
3600,4145-1,Freestyle Playcase,1995,399,254
3602,4146-1,Extra Large Freestyle Bucket,1995,399,410
3603,4147-1,Freestyle Elefant Villa,1996,399,191
3607,4150-1,Freestyle Building Set,1995,399,91
3619,4151-1,Girl's Freestyle Set,1995,399,274
3622,4151270-1,Star Wars Co-Pack of 7121 and 7111,2000,166,2
3631,4152-1,Large Freestyle Bucket,1995,399,409
3642,4153-1,Large Freestyle Playcase,1995,399,698
3683,4157-1,Freestyle Trial Size,1997,399,36
3694,4158-1,Small Freestyle Box,1997,399,132
3708,4161-1,Girl's Freestyle Suitcase,1995,399,293
3709,4162-1,Freestyle Multibox,1995,399,600
3710,4163-1,Electric Freestyle Set,1995,399,350
3711,4164-1,Mickey's Fire Engine,2000,388,27
3712,4165-1,Minnie's Birthday Party,2000,388,85
3713,4166-1,Mickey's Car Garage,2000,388,90
3714,4167-1,Mickey's Mansion,2000,388,123
3715,4169306a-1,Christmas Tree Ornament,2005,227,46
3716,4169306b-1,Snowman Ornament,2005,227,36
3717,4169306c-1,Santa Claus Ornament,2005,227,36
3718,4171-1,Spot & Friends,2001,37,53
3719,4172-1,Tina's House,2001,37,44
3721,4173-1,Max's Pitstop,2001,37,59
3723,4174-1,Max Goes Flying,2001,37,173
3724,4175-1,Adventures with Max & Tina,2001,37,219
3725,4176-1,The Race of the Year,2001,37,326
3726,4177-1,Building Stories w/NaNa Bird,2001,37,382
3727,4178-1,Mickey's Fishing Adventure,2000,388,107
3728,4179-1,Large Creator Box,2002,37,500
3729,4180878,"Bionicle Poster 2002, Bohrok front Krana back, 420 x 295 mm",2002,501,0
3736,4184912-1,Black Bus with Ball (Mannschaftsbus + Ball),2002,462,2
3737,4186868-1,"Large Train Engine with Tender Black (Motorizable, sets 4534, 4535)",2002,238,203
3738,4186870-1,Open Freight Wagon (White Box),2002,238,121
3739,4186872-1,Passenger Wagon Green (White Box),2002,238,194
3740,4186874-1,Caboose (White Box),2002,238,170
3741,4186875-1,9V Platform and Mini-Figures,2002,238,47
3742,4186876-1,Passenger Wagon Blue (White Box),2002,238,192
3743,4189224-1,"Dragon Sculpture, Ollie, the little dragon from Castleland (Legoland Billund)",2002,425,47
3751,4195641-1,Star Wars Co-Pack of 7142 and 7152,2002,169,2
3814,4206-1,9V Train Switching Track Collection,2006,244,28
3824,4207901-1,Star Wars MINI Bonus Pack,2003,159,4
3828,4210-1,Coast Guard Platform,2008,55,450
3830,4211-1,Starter Set 100,1998,470,53
3832,4212-1,Starter Set 200,1998,470,95
3833,4212838-1,LEGO Stores Easter Chick for 2004,2004,229,62
3834,4212847-1,LEGO Stores Easter Chick in egg for 2004,2004,229,99
3835,4212852-1,LEGO Stores Easter Opening Egg for 2004 - Blue,2004,229,178
3836,4213-1,Super Set 200,1998,470,519
3837,4214-1,Medium Bucket,1998,470,264
3838,4215-1,Starter Set 300,1998,470,264
3839,4216-1,Super Set 100,1998,470,509
3840,4217-1,Playdesk and Bricks,1998,470,215
3841,4219-1,Brick Pack 100,1998,470,288
3842,4220-1,Large Box of Bricks,1998,470,428
3844,4221-1,Challenger Set 100,1998,470,65
3845,4222-1,Challenger Set 300,1998,470,363
3846,4223-1,Challenger Set 400 with Motor,1999,470,548
3847,4224-1,Medium Bucket,1998,470,363
3848,4225-1,Challenger Set 350,1998,470,244
3849,4228383-1,Vakama Promotional Set (Woolworth's Exclusive),2003,356,3
3850,4229-1,Brick Pack 300,1998,470,812
3851,4232-1,Freestyle Set,1998,399,30
3853,4239-1,Freestyle Set,1998,399,38
3854,4243532-1,Stunt Pack,2004,119,35
3855,4243534-1,Racers Hazard Kit,2004,119,35
3856,4244-1,Large Bulk Bucket,1998,399,420
3858,4254-1,Freestyle Playdesk,1998,399,309
3859,4258-1,Big Box Play Scape,1998,399,1009
3861,4267-1,Large Bucket,1998,399,468
3863,4271-1,FreeStyle Box,1998,399,180
3864,4274-1,Freestyle Playdesk,1998,399,508
3865,4277206-1,Letters and Keyring,2005,500,72
3866,4277678-1,LEGO Games Knights Kingdom Chess,2005,502,184
3867,4278-1,Blue Tub,2003,37,1000
3868,4279-1,CREATOR Strata Red {Red Tub},2003,37,1002
3869,4280-1,Freestyle Trial Size,1998,399,39
3871,4281-1,Classic Trial Size,1999,470,25
3872,4282-1,Classic Trial Size,1999,470,37
3873,4283-1,Classic Trial Box,2000,470,53
3874,4284-1,Classic Trial Size,1999,470,123
3875,4285-1,Small Bucket,1999,470,256
3876,4285968-1,Transformation Kit Dirt Crusher (Red),2005,119,47
3877,4285969-1,Transformation Kit Dirt Crusher (Blue),2005,119,47
3878,4285970-1,Transformation Kit Dirt Crusher (Green),2005,119,47
3879,4286013-1,Big Wheels Pack Dirt Crusher (Red),2005,119,10
3880,4286024-1,Big Wheels Pack Dirt Crusher (Blue),2005,119,10
3881,4286025-1,Big Wheels Pack Dirt Crusher (Green),2005,119,10
3882,4286784-1,Dirt Crusher Gearbox with Light,2005,119,6
3883,4287082-1,Antenna Pack for Dirt Crusher,2005,119,10
3884,4287744-1,City Value Pack - 7241 7246 - shrinkwrapped Target Country in Australia,2005,52,0
3885,4288-1,Large Bucket,1999,470,404
3887,4291-1,Classic Build & Store Tub,1999,470,770
3888,4293-1,Classic Value Pack,1999,470,817
3889,4294-1,Helicopter ANA Promotional Set,2002,466,16
3890,4297-1,Lightning Streak,2002,113,19
3891,4298-1,Blue Power,2002,113,22
3892,4299-1,Nesquik Quicky Racer,2002,113,17
3894,4300-1,Green Racer,2003,113,21
3896,4301-1,Blue Racer,2003,113,24
3898,4304-1,Chopper Cop,1998,100,24
3899,4305-1,Xcyber,1997,144,36
3901,4308-1,Racing Car,2004,113,28
3902,4309-1,Blue Racer,2004,113,31
3903,4310-1,Orange Racer,2004,113,24
3907,4335-1,Black Robots Pod,2004,478,50
3909,4337-1,Dragon Pod,2005,478,52
3910,4338-1,Monster Pod,2005,478,49
3911,4339-1,Aqua Pod,2005,478,56
3913,4346-1,Robo Pod,2004,478,50
3914,4346-2,Robo Pod (Polybag),2004,478,47
3915,4346-3,Robo Pod (Toy Fair Nuernberg Promotion),2004,478,50
3916,4347-1,Auto Pod,2004,478,40
3917,4347-2,Auto Pod (Polybag),2004,478,37
3918,4347-3,Auto Pod (Toy Fair Nuernberg Promotion),2004,478,40
3919,4348-1,Aero Pod,2004,478,36
3920,4348-2,Aero Pod (Polybag),2004,478,33
3921,4348-3,Aero Pod (Toy Fair Nuernberg Promotion),2004,478,36
3922,4349-1,Wild Pod,2004,478,44
3923,4349-2,Wild Pod (polybag),2004,478,41
3924,4349-3,Wild Pod (Toy Fair Nuernberg Promotion),2004,478,44
3930,4400-1,Creations and Bricks {Red Tub},2003,37,705
3941,4401-1,Little Creations,2003,204,110
3952,4402-1,Sea Riders,2003,204,549
3962,4403-1,Air Blazers,2003,204,705
3963,4404-1,Land Busters,2003,204,769
3964,4405-1,Large Creator Bucket,2003,37,1305
3965,4406-1,Buildings,2004,22,506
3966,4407-1,Transportation,2004,22,302
3967,4408-1,Animals,2004,22,202
3968,4410-1,Build and Create,2004,37,500
3969,4411-1,Blue Strata XXL,2004,37,1200
3970,4412-1,Einfallsreiches Bauen [Imaginative Building],2004,37,200
3971,4413-1,Arachno Pod,2005,478,57
3972,4414-1,LEGO Creator Bucket,2004,37,500
3973,4415-1,Auto Pod,2006,479,56
3974,4416-1,Robo Pod,2006,479,64
3975,4417-1,Aero Pod,2006,479,60
3976,4418-1,Dino Pod,2006,479,55
3978,4421-1,Box of Bricks,2005,48,1000
3979,4423-1,LEGO Creator Handy Box,2005,48,800
3980,4425-1,Better Building More Fun,2004,37,2000
4023,4443-1,Coca-Cola Defender 1,2002,462,4
4024,4444-1,Coca-Cola Defender 2,2002,462,4
4025,4445-1,Coca-Cola Middle Fielder 1,2002,462,4
4026,4446-1,Coca-Cola Forward 1,2002,462,4
4027,4447-1,Coca-Cola Forward 2,2002,462,4
4028,4448-1,Coca-Cola Defender 3,2002,462,4
4029,4449-1,Coca-Cola Defender 4,2002,462,4
4030,4450-1,Coca-Cola Middle Fielder 2,2002,462,4
4031,445062-1,Star Wars Co-Pack of 4500 and 4504,2004,169,2
4033,4451-1,Coca-Cola Forward 3,2002,462,4
4035,4452-1,Coca-Cola Forward 4,2002,462,4
4036,4453-1,Coca-Cola Goal Keeper,2002,462,4
4037,4454-1,Coca-Cola Referee,2002,462,6
4038,4455-1,Coca-Cola Hotdog Girl,2002,462,6
4039,4456-1,Coca-Cola Doctor,2002,462,5
4040,4457-1,Coca-Cola TV Cameraman,2002,462,4
4041,4458-1,Coca-Cola TV Camera,2002,462,11
4042,4459-1,Coca-Cola PK Kicker,2002,462,4
4044,4460-1,Coca-Cola Goal,2002,462,7
4045,4461-1,Coca-Cola Bench,2002,462,7
4046,4462-1,Coca-Cola Hotdog Trolley,2002,462,18
4047,4463-1,Coca-Cola Light,2002,462,16
4048,4464-1,Coca-Cola Bottle Case,2002,462,7
4049,4465-1,Coca-Cola Vending Machine,2002,462,6
4050,4466-1,Coca-Cola Sign Board,2002,462,3
4051,4467-1,Coca-Cola Stretcher,2002,462,3
4052,4468-1,Coca-Cola Stand,2002,462,9
4053,4469-1,Coca-Cola Drink Stand,2002,462,8
4054,4470-1,Coca-Cola Ball,2002,462,2
4055,4471-1,Coca-Cola Secret A,2002,462,4
4056,4472-1,Coca-Cola Secret B,2002,462,4
4058,4475-1,Jabba's Message,2003,169,46
4059,4476-1,Jabba's Prize,2003,169,40
4060,4477-1,T-16 Skyhopper,2003,169,98
4061,4478-1,"Geonosian Fighter, Black Box",2003,167,171
4062,4478-2,Geonosian Fighter Blue Box,2004,167,153
4063,4479-1,TIE Bomber,2003,169,229
4064,4480-1,Jabba's Palace,2003,169,234
4065,4481-1,Hailfire Droid,2003,158,680
4066,4482-1,AT-TE,2003,167,650
4067,4483-1,"AT-AT, black box",2003,169,1070
4068,4483-2,"AT-AT, blue box",2004,169,1070
4069,4484-1,X-wing Fighter & TIE Advanced - Mini,2003,159,72
4070,4485-1,Sebulba's Podracer & Anakin's Podracer - Mini,2003,159,72
4071,4486-1,AT-ST & Snowspeeder - Mini,2003,159,76
4072,4487-1,Jedi Starfighter & Slave I - Mini,2003,159,53
4073,4488-1,Millennium Falcon - Mini,2003,159,87
4074,4489-1,AT-AT - Mini,2003,159,98
4075,4490-1,Republic Gunship - Mini,2003,159,102
4076,4491-1,Trade Federation MTT - Mini,2003,159,99
4077,4492-1,Imperial Star Destroyer - Mini,2004,159,87
4078,4493-1,Sith Infiltrator - Mini,2004,159,55
4079,4494-1,Imperial Shuttle - Mini,2004,159,82
4080,4495-1,AT-TE - Mini,2004,159,63
4081,4495173-1,LEGO Creative Building Set,2006,37,705
4082,4496-1,Fun with Building Tub,2004,37,1000
4083,4496-2,50th Anniversary Tub,2005,37,1000
4084,4496-3,Fun with Building Tub - Reissue,2006,37,798
4085,4497-1,Pretend and Create,2004,37,1000
4086,4499536-1,Offre Speciale 4 Boites (7236 7238 7235 7241),2007,52,0
4088,4500-1,Rebel Snowspeeder [Redesign] - Blue box,2003,169,216
4090,4500-2,"Rebel Snowspeeder (redesign), Original Trilogy Edition box",2004,169,211
4095,4501-1,"Mos Eisley Cantina, Blue box",2003,169,197
4097,4501-2,"Mos Eisley Cantina, Original Trilogy Edition box",2004,169,194
4099,4502-1,"X-wing Fighter (Dagobah), Blue box",2003,169,566
4100,4502-2,"X-wing Fighter (Dagobah), Original Trilogy Edition box",2004,169,565
4101,4504-1,"Millennium Falcon (Redesign), Blue box",2003,169,996
4102,4504-2,"Millennium Falcon (Redesign), Original Trilogy Edition box",2003,169,979
4103,4505-1,Sea Machines,2004,204,168
4104,4506-1,Deep Sea Predators,2004,204,353
4105,4507-1,Prehistoric Creatures,2004,204,726
4106,4508-1,Titan XP,2004,204,784
4111,4511-1,High Speed Train,2003,239,335
4113,4512-1,Cargo Train,2003,239,546
4114,4513-1,Grand Central Station,2003,239,350
4115,4514-1,Cargo Crane,2003,239,176
4116,4515-1,Straight Rails,1991,244,8
4117,4518-1,Creator Set,2004,37,805
4118,4519-1,Rail Crossing,1999,244,1
4119,4520-1,Curved Rails,1991,244,8
4121,4521221-1,Gold chrome plated C-3PO,2007,501,3
4123,4524081-1,Mindstorms NXT CD,2007,258,0
4124,4524-1,Advent Calendar 2002 Creator,2002,214,24
4125,4524-10,Advent Calendar 2002 Creator (Day  9) Space Buggy,2002,223,18
4126,4524-11,Advent Calendar 2002 Creator (Day 10) Dinosaur,2002,223,8
4127,4524-12,Advent Calendar 2002 Creator (Day 11) Speedboat,2002,223,10
4128,4524-13,Advent Calendar 2002 Creator (Day 12) Reindeer,2002,223,10
4129,4524-14,Advent Calendar 2002 Creator (Day 13) Snowman,2002,223,15
4130,4524-15,Advent Calendar 2002 Creator (Day 14) Jet Ski,2002,223,11
4131,4524-16,Advent Calendar 2002 Creator (Day 15) Duck,2002,223,10
4132,4524-17,Advent Calendar 2002 Creator (Day 16) Police Boat,2002,223,9
4133,4524-18,Advent Calendar 2002 Creator (Day 17) Whale,2002,223,9
4134,4524-19,Advent Calendar 2002 Creator (Day 18) Space Shuttle,2002,223,11
4135,4524-2,Advent Calendar 2002 Creator (Day  1) Squirrel,2002,223,10
4136,4524-20,Advent Calendar 2002 Creator (Day 19) Parrot,2002,223,9
4137,4524-21,Advent Calendar 2002 Creator (Day 20) Steamship,2002,223,10
4138,4524-22,Advent Calendar 2002 Creator (Day 21) Building,2002,223,10
4139,4524-23,Advent Calendar 2002 Creator (Day 22) Helicopter,2002,223,11
4140,4524-24,Advent Calendar 2002 Creator (Day 23) Tree,2002,223,11
4141,4524-25,Advent Calendar 2002 Creator (Day 24) Present,2002,223,8
4142,4524-3,Advent Calendar 2002 Creator (Day  2) Boy,2002,223,1
4143,4524-4,Advent Calendar 2002 Creator (Day  3) Fireplace,2002,223,11
4144,4524-5,Advent Calendar 2002 Creator (Day  4) Santa,2002,223,10
4145,4524-6,Advent Calendar 2002 Creator (Day  5) Car,2002,223,15
4146,4524-7,Advent Calendar 2002 Creator (Day  6) Penguin,2002,223,10
4147,4524-8,Advent Calendar 2002 Creator (Day  7) Girl,2002,223,1
4148,4524-9,Advent Calendar 2002 Creator (Day  8) Dog with hat,2002,223,11
4149,4525-1,Road and Rail Repair,1994,236,84
4162,4531-1,Manual Points,1991,244,6
4164,4532-1,Manual Level Crossing,1996,236,135
4165,4533-1,Train Track Snow Remover,1999,236,57
4166,4534-1,LEGO Express,2002,238,34
4167,4535-1,LEGO Express Deluxe,2002,238,754
4168,4536-1,Blue Hopper Car,1991,236,165
4169,4537-1,Octan Twin Tank Rail Tanker,1993,236,173
4170,4538-1,Special Edition,2004,37,200
4171,4539-1,Manual Level Crossing,1991,236,115
4172,4540315-1,LEGO Creative Bucket (TRU Exclusive),2009,37,480
4174,4541-1,Rail and Road Service Truck,1999,236,126
4176,4543-1,Railroad Tractor Flatbed,1991,236,179
4177,4544-1,Car Transport Wagon with Car,1994,236,142
4178,4546-1,Road and Rail Maintenance,1991,236,76
4179,4547-1,Club Car,1993,236,292
4180,4547551-1,Darth Vader 10 Year Anniversary Promotional Minifigure,2009,158,7
4181,4548-1,Transformer and Speed Regulator,1991,244,3
4182,4548431-1,Brick Tub 'Die Lego Show' - Limited Edition,2008,37,701
4183,4549-1,Container Double Stack,1993,236,450
4195,4551-1,Crocodile Locomotive,1991,236,313
4199,4552-1,Cargo Crane,1995,236,281
4200,4553-1,Train Wash,1999,236,189
4201,4554-1,Metro Station,1991,236,605
4203,4555-1,Cargo Station,1995,236,393
4205,4556-1,Train Station,1999,236,232
4207,4557-1,Freight Loading Station,1999,236,215
4208,4558-1,Metroliner,1991,236,786
4209,4559-1,Cargo Railway,1996,236,845
4210,4559288-1,Power Miners Promotional Polybag,2009,439,4
4211,4559385-1,{Power Miners Promotional Polybag},2009,439,4
4212,4559387-1,{Power Miners Promotional Polybag},2009,439,4
4213,4560-1,Railway Express,1999,236,690
4215,4561-1,Railway Express with Transformer and Speed Regulator,1999,236,673
4217,4562-1,Creator Box,2004,37,200
4218,4563-1,Load and Haul Railroad,1991,236,479
4219,4564-1,Freight Rail Runner,1994,236,590
4220,4565-1,Freight and Crane Railway,1996,236,915
4221,4566-1,Gear,2001,125,7
4222,4567-1,Surfer,2001,125,7
4223,4568-1,Loopin,2001,125,7
4224,4569-1,Warrior,2001,125,8
4225,4570-1,Shredd,2001,125,7
4227,4571-1,Spiky,2001,125,7
4228,4572-1,Scratch,2001,125,7
4229,4573-1,Lightor,2001,125,7
4230,4574-1,Rip,2001,125,7
4231,4575-1,Pulse,2001,125,7
4232,4576-1,Duster,2001,125,7
4233,4577-1,Snake,2001,125,7
4234,4578-1,Ghost,2001,125,7
4235,4579-1,Ice Ramp Racers,2001,125,112
4240,4582-1,Red Bullet,2002,113,29
4241,4583-1,Maverick Storm,2002,113,31
4242,4584-1,Hot Scorcher,2002,113,58
4243,4585-1,Nitro Pulverizer,2002,113,61
4244,4586-1,Stunt Race Track,2002,121,168
4245,4586940-1,Basic Set Limited Edition,2010,37,480
4246,4587-1,Duel Racers,2002,113,193
4247,4588-1,Off Road Race Track,2002,121,364
4248,4589-1,RC-Nitro Flash,2002,117,135
4249,4590-1,Flash Turbo,2002,113,28
4251,4591-1,Star Burst/Star Strike,2002,113,28
4252,4591715-1,Golden Die [TRU Exclusive],2009,502,7
4253,4591726-1,Stormtrooper,2009,169,1
4254,4592-1,Red Monster,2002,113,25
4255,4593-1,Zero Hurricane & Red Blizzard,2002,113,74
4256,4594-1,Maverick Sprinter & Hot Arrow,2002,113,66
4257,4595-1,Zero Tornado & Hot Rock,2002,113,71
4258,4595400-1,Rocket Kit,2010,124,26
4259,4596-1,Storming Cobra,2002,113,76
4260,4597068-1,Boba Fett,2010,170,1
4262,4599605-1,Easter Chicks,2010,229,15
4263,4600-1,Police Cruiser,2001,281,23
4265,4601-1,Fire Cruiser,2001,283,22
4267,4603-1,Res-Q Wrecker,2001,284,30
4268,4604-1,Police Copter,2001,281,16
4269,4605-1,Fire Response SUV,2001,283,30
4270,4606-1,Aqua Res-Q Transport,2001,284,40
4271,4607-1,Copter Transport,2001,284,66
4272,4608-1,Bank Breakout,2001,281,68
4273,4609-1,Fire Attack Team,2001,283,95
4274,4610-1,Aqua Res-Q Super Station,2001,284,92
4275,4611-1,Police HQ,2001,281,137
4276,4612-1,Super Glider,2002,282,7
4277,4613-1,Turbo Chopper,2002,282,13
4278,4613985-1,Build a Bullseye Target Gift Card Promotional,2010,227,32
4279,4614-1,Ultralight Flyer,2002,282,16
4280,4615-1,Red Recon Flyer,2002,282,21
4281,4616-1,Rapid Response Tanker,2002,285,35
4282,4617-1,Dual Turbo Prop,2002,282,32
4283,4618-1,Twin Rotor Cargo,2002,282,44
4284,4619-1,A.I.R. Patrol Jet,2002,282,65
4285,4620-1,A.I.R. Operations HQ,2002,282,174
4287,4621-1,Jack Stone Red Flash Station,2002,283,32
4289,4622-1,Res-Q Digger,2002,284,67
4314,4651-1,Police Motorcycle,2003,291,12
4315,4652-1,Tow Truck,2003,292,26
4316,4653-1,Dump Truck,2003,293,28
4317,4654-1,Tanker Truck,2003,294,43
4318,4655-1,Quick Fix Station,2003,294,103
4319,4657-1,Fire Squad HQ,2003,295,147
4321,4659-1,Duplo Garbage Truck,2005,504,13
4328,4662-1,Duplo Post Office,2005,504,17
4329,4665-1,Big Farm,2005,504,69
4330,4666-1,Speedy Police Car,2003,291,25
4331,4667-1,Loadin' Digger,2003,293,30
4332,4668-1,Outrigger Construction Crane,2003,293,67
4333,4669-1,Turbo-Charged Police Boat,2003,291,54
4334,4677-1,Name Letter Pack,2004,301,67
4335,4679-1,Bricks and Creations Tub,2004,37,2
4336,4679-2,Bricks and Creations Tub - (TRU Exclusive),2005,37,2
4337,4679a-1,Bricks and Creations Tub (Bottom Tub and its contents only),2004,37,1000
4338,4679a-2,Bricks and Creations Tub - (TRU Exclusive) (Bottom Tub and its contents only),2005,37,1000
4339,4679b-2,Free 500 LEGO Bricks (Bonus box and its contents only),2005,48,500
4340,4695-1,Knight Bus - Mini,2004,246,58
4341,4696-1,Blue Bucket,2004,37,200
4343,4701-1,Sorting Hat,2001,251,50
4344,4702-1,The Final Challenge,2001,251,61
4345,4704-1,The Chamber of the Winged Keys,2001,251,180
4346,4705-1,Snape's Class,2001,251,167
4347,4706-1,Forbidden Corridor,2001,251,239
4348,4707-1,Hagrid's Hut,2001,251,298
4349,4708-1,Hogwarts Express,2001,246,412
4350,4709-1,Hogwarts Castle,2001,251,696
4352,4711-1,Flying Lesson,2002,251,24
4353,4712-1,Troll on the Loose,2002,251,69
4354,4714-1,Gringott's Bank,2002,251,263
4357,4719-1,Quality Quidditch Supplies,2003,247,121
